coenti;ramos;UF; premio_dir ;Filtro
5720;1433;SP;70.500,00;S
5720;1734;RJ;649.232,20;S
5819;114;DF;35.162,20;S
5819;171;MG;1.853.231,50;S
5819;351;BA;4.127.170,80;S
5819;622;RJ;16.417.448,40;S
5819;623;ES;106.357,50;S
5819;628;SP;81.367,30;S
5819;775;MG;23.776.027,40;S
5819;776;SP;155.056,50;S
5819;929;DF;307.205,10;S
5819;977;DF;5.635.706,30;S
5819;982;DF;869.974,80;S
5819;993;DF;2.500.253,20;S
5819;1061;DF;332.999,00;S
5819;1065;DF;155.503,90;S
5819;1369;SP;1.119.327,20;S
5843;520;SP;19.604,30;S
5843;524;SP;380.829,20;S
5843;531;SP;769.697,80;S
5843;542;SP;879.640,30;S
5843;553;SP;1.298.125,90;S
5843;1130;GO;113.790,60;S
5843;1162;RS;1.144.452,70;S
5843;1377;SP;382.924,40;S
5886;112;SP;11.855,90;S
5886;114;SP;14.931.940,00;S
5886;116;SP;1.714.062,70;S
5886;118;SP;17.235.356,60;S
5886;141;SP;349.425,80;S
5886;167;SP;127.430,80;S
5886;171;SP;5.741.830,40;S
5886;310;DF;41.202,20;S
5886;313;PI;21.617,80;S
5886;351;SP;1.064.486,40;S
5886;378;MG;49.401,30;S
5886;520;SP;4.252.031,30;S
5886;525;SP;61.932,50;S
5886;531;SP;216.204.125,10;S
5886;542;SP;10.167.926,60;S
5886;553;SP;49.981.801,90;S
5886;621;SP;1.869.100,20;S
5886;622;SP;421.201,50;S
5886;628;SP;1.468.652,90;S
5886;632;RS;60.994,40;S
5886;644;RS;269.499,50;S
5886;652;SP;145.038,60;S
5886;654;SP;3.117.559,50;S
5886;655;SP;2.482.790,10;S
5886;746;SP;12.017.171,00;S
5886;775;SP;527.546,20;S
5886;776;MS;106.935,70;S
5886;929;SP;627.282,40;S
5886;977;SP;3.703.584,80;S
5886;982;SP;2.973.782,80;S
5886;987;SP;100.525,70;S
5886;990;SP;1.053.697,00;S
5886;993;SP;7.687.575,50;S
5886;1101;SP;274.355,00;S
5886;1107;SP;283.543,70;S
5886;1130;SP;64.978,80;S
5886;1162;GO;27.599,30;S
5886;1329;SP;361.720,30;S
5886;1369;RJ;232.762,90;S
5886;1377;SP;2.864.657,20;S
5886;1381;SP;2.372.483,00;S
5886;1384;SP;24.273,60;S
5886;1390;SP;2.458.914,30;S
5886;1391;SP;7.250.826,50;S
5886;2293;SC;240.545,80;S
5908;114;RS;140.673,40;S
5908;167;SP;784.819,20;S
5908;196;RJ;1.121.916,90;S
5908;351;SP;416.073,40;S
5908;520;SP;72.040,30;S
5908;531;RS;2.036.779,30;S
5908;542;RJ;22.014,90;S
5908;553;SP;5.093.086,20;S
5908;929;SP;213.775,90;S
5908;977;SP;487.144,90;S
5908;982;SP;2.024.755,80;S
5908;993;SP;12.609.163,80;S
5908;1369;SP;2.260.713,60;S
5908;1377;SP;122.331,10;S
5941;114;SP;85.351,10;S
5941;118;SP;309.256,30;S
5941;171;SP;1.000.110,70;S
5941;195;SP;770.202,80;S
5941;351;SP;30.597,20;S
5941;378;SP;143.611,00;S
5941;531;SP;2.179.365,40;S
5941;621;SP;681.315,80;S
5941;622;SP;170.232,50;S
5941;654;SP;124.026,00;S
5941;655;SP;69.846,30;S
5941;748;SP;1.032.000,00;S
5941;969;SP;10.758.903,60;S
5941;969;RJ;325.357,20;S
5941;977;ES;903.701,40;S
5941;982;ES;353.426,40;S
5941;990;SP;581.913,90;S
5941;993;SP;1.575.852,30;S
5941;1164;SP;140.844,60;S
5941;1369;PR;3.378.564,00;S
5941;1377;RS;1.645.458,20;S
5941;1390;SP;236.833,30;S
5941;1602;RS;435.052,20;S
5991;118;SC;131.766,40;S
5991;141;SE;6.665.335,30;S
5991;167;MS;1.153.900,00;S
5991;196;SE;27.000.071,90;S
5991;310;PA;79.689,90;S
5991;351;RR;1.428.041,20;S
5991;378;RJ;123.106,00;S
5991;621;PR;874.648,10;S
5991;622;GO;249.697,30;S
5991;632;SC;47.833,00;S
5991;638;MA;1.351.490,40;S
5991;652;SP;75.514,80;S
5991;654;SP;348.385,40;S
5991;655;SP;337.365,70;S
5991;656;PA;49.677,40;S
5991;711;PR;49.108,80;S
5991;745;DF;332.400,00;S
5991;748;RJ;101.638.364,60;S
5991;775;SP;51.484.861,90;S
5991;776;PB;292.729,10;S
5991;1101;PR;2.089.739,60;S
5991;1102;TO;32.719,90;S
5991;1103;MG;39.928,70;S
5991;1104;MS;27.750,10;S
5991;1107;MS;500.000,00;S
5991;1130;GO;301.757,00;S
5991;1162;GO;126.244,80;S
5991;1164;MG;16.930,70;S
5991;1417;MA;104.302,50;S
5991;1428;CE;18.179,80;S
5991;1433;RN;97.058,80;S
5991;1528;BA;11.142,00;S
5991;1535;SP;330.424,50;S
5991;1537;PR;384.444,80;S
5991;1597;RJ;208.095,80;S
6017;929;PR;77.057,20;S
6017;977;PR;126.494,00;S
6017;980;RJ;321.854,90;S
6017;982;PR;270.101,60;S
6017;984;PR;16.848,90;S
6017;993;PR;512.088,50;S
6017;1391;PR;16.730,20;S
6033;992;RJ;19.930,20;S
6033;994;SP;167.568,60;S
6033;1381;SP;31.063,00;S
6033;1383;SP;177.491,90;S
6033;1391;SP;745.973,20;S
6033;1392;SP;17.801.672,10;S
6084;977;RS;16.538,60;S
6084;982;RS;532.633,20;S
6084;990;RS;34.997,60;S
6084;993;RS;870.428,20;S
6106;171;PR;337.370,90;S
6106;977;SP;34.970,80;S
6106;982;PR;6.713.115,60;S
6106;993;PR;8.472.293,50;S
6106;1329;PR;41.579,70;S
6106;1377;PR;1.713.516,10;S
6106;1381;PR;957.417,00;S
6106;1387;PR;347.629,10;S
6106;1390;PR;333.545,80;S
6106;1391;PR;2.714.045,90;S
6122;118;SP;574.932,90;S
6122;141;PA;15.318,20;S
6122;167;PA;20.779,60;S
6122;196;MT;1.810.135,00;S
6122;310;DF;720.562,50;S
6122;313;RJ;95.210,00;S
6122;351;MG;149.219,40;S
6122;378;PR;264.575,60;S
6122;746;SP;171.249,50;S
6122;775;SP;2.005.957,10;S
6122;776;BA;999.901,00;S
6157;994;SP;419.961,20;S
6157;1392;GO;358.367,70;S
6173;977;SC;12.993,10;S
6173;982;SC;76.900,30;S
6173;993;RS;53.077,60;S
6181;520;SP;383.307,20;S
6181;531;SP;15.694.999,50;S
6181;542;SP;3.044.356,00;S
6181;553;SP;4.732.753,50;S
6181;929;SP;58.728,90;S
6190;114;SP;3.303.250,00;S
6190;115;GO;417.648,20;S
6190;116;SP;2.322.045,50;S
6190;118;SP;4.283.710,30;S
6190;141;SP;209.332,10;S
6190;167;SP;688.762,90;S
6190;171;SP;3.571.011,00;S
6190;173;SP;314.633,80;S
6190;195;TO;846.667,90;S
6190;196;SP;3.502.391,20;S
6190;234;ES;85.995,00;S
6190;310;RR;261.941,80;S
6190;313;MG;101.395,30;S
6190;327;AM;125.288,40;S
6190;351;MG;3.534.869,80;S
6190;378;SP;58.140,10;S
6190;433;PE;184.849,00;S
6190;520;SP;948.865,10;S
6190;526;SP;46.170,80;S
6190;531;SP;60.346.373,70;S
6190;542;SP;1.068.341,70;S
6190;553;SP;18.236.200,30;S
6190;621;SP;1.749.337,60;S
6190;622;SP;983.976,00;S
6190;628;SP;38.001,50;S
6190;632;RS;293.731,50;S
6190;652;SP;148.531,40;S
6190;654;SP;2.028.927,30;S
6190;655;SP;834.374,60;S
6190;656;RO;98.657,50;S
6190;658;SP;58.478,20;S
6190;746;SP;66.577,40;S
6190;775;GO;440.525,90;S
6190;776;RS;144.000,00;S
6190;929;SP;308.301,30;S
6190;977;SP;4.623.805,00;S
6190;980;SP;379.037,60;S
6190;982;SP;5.465.232,60;S
6190;984;SP;29.729,00;S
6190;987;MG;361.604,10;S
6190;990;SP;229.802,30;S
6190;993;SP;5.889.071,10;S
6190;1061;SP;1.043.374,60;S
6190;1065;SP;408.986,50;S
6190;1101;RO;153.442,00;S
6190;1102;GO;92.572,50;S
6190;1130;SP;372.395,60;S
6190;1162;PR;392.516,00;S
6190;1369;PR;29.150,70;S
6190;1377;SP;94.595,80;S
6190;1391;PA;14.001,60;S
6190;1417;MG;807.511,50;S
6190;1433;SP;118.354,60;S
6190;1528;PA;239.705,90;S
6190;1535;SP;124.025,30;S
6190;1537;PR;45.632,30;S
6190;1597;SP;49.079,40;S
6190;1601;SP;497.793,80;S
6190;1602;SP;1.038.888,90;S
6190;1734;BA;605.719,20;S
6211;114;SP;14.549.521,20;S
6211;118;SP;1.490.801,50;S
6211;141;MG;66.134,70;S
6211;167;SP;62.196,20;S
6211;171;SP;1.649.361,00;S
6211;196;DF;22.890.526,20;S
6211;351;SP;54.388,30;S
6211;621;MG;115.967,80;S
6211;622;SP;71.106,00;S
6211;746;RJ;14.239,10;S
6211;748;SP;3.345.298,50;S
6211;1102;RS;1.708.038,50;S
6211;1433;RJ;264.000,80;S
6211;1528;ES;82.304,00;S
6211;1535;MT;107.377,90;S
6220;929;SP;92.355,20;S
6220;977;PR;1.269.508,00;S
6220;982;RS;5.489.261,10;S
6220;984;ES;28.214,30;S
6220;990;SP;24.834,70;S
6220;993;SP;3.986.305,60;S
6220;994;SP;1.013.057,90;S
6220;1329;SP;17.437,80;S
6220;1369;RJ;1.608.124,80;S
6220;1381;SP;213.626,80;S
6220;1384;MG;31.369,70;S
6220;1391;SP;975.777,60;S
6220;1392;RJ;4.762.330,00;S
6238;114;RS;4.682.790,50;S
6238;115;RJ;1.233.381,70;S
6238;116;SP;1.385.826,90;S
6238;118;SP;3.346.376,60;S
6238;141;SP;216.110,00;S
6238;167;SP;586.295,60;S
6238;171;MG;2.304.650,00;S
6238;195;RJ;5.476.917,40;S
6238;196;SP;31.432.280,20;S
6238;274;RJ;6.302.986,60;S
6238;310;DF;12.575,50;S
6238;313;SC;12.580,70;S
6238;351;SP;755.356,90;S
6238;378;SP;356.095,50;S
6238;520;SP;490.843,90;S
6238;524;SP;67.446,00;S
6238;525;SP;37.327,10;S
6238;531;SP;59.884.101,60;S
6238;542;SP;10.380.648,40;S
6238;553;SP;33.596.901,50;S
6238;621;SP;3.993.574,20;S
6238;622;SP;339.134,10;S
6238;632;SP;309.403,00;S
6238;654;SP;8.099.517,80;S
6238;655;SP;3.093.978,00;S
6238;656;SP;16.149,50;S
6238;746;SP;178.094,90;S
6238;748;SP;12.499.328,00;S
6238;775;SP;3.004.296,50;S
6238;776;PI;132.403,20;S
6238;929;ES;19.126,10;S
6238;977;SP;18.913.140,60;S
6238;980;SP;609.179,00;S
6238;982;RJ;2.431.108,40;S
6238;993;SP;2.885.711,20;S
6238;1061;SE;143.338,70;S
6238;1065;SE;44.528,20;S
6238;1101;RS;6.196.557,30;S
6238;1103;SP;512.881,30;S
6238;1107;SP;63.344,00;S
6238;1130;SP;14.250.294,70;S
6238;1162;MS;100.084,60;S
6238;1198;PR;125.156,90;S
6238;1329;SP;33.000,90;S
6238;1369;SP;1.093.668,80;S
6238;1377;SP;4.247.709,00;S
6238;1381;RS;59.784,20;S
6238;1384;RS;34.193,90;S
6238;1390;SP;4.114.637,80;S
6238;1417;SP;69.659,10;S
6238;1433;RJ;946.681,60;S
6238;1528;RJ;14.393.475,60;S
6238;1535;RJ;9.674.864,00;S
6238;1537;RJ;4.672.056,80;S
6238;1574;RJ;10.801.372,30;S
6238;1597;RJ;297.203,00;S
6238;1601;SP;7.682.034,80;S
6238;1602;SP;6.196.921,30;S
6301;977;RS;6.509.338,80;S
6301;982;RS;654.234,70;S
6301;993;RS;1.652.658,30;S
6301;1392;RS;7.415.688,90;S
6335;749;RJ;903.421,70;S
6351;929;MG;43.984,90;S
6351;977;SP;9.339.297,80;S
6351;980;PR;22.521,90;S
6351;982;SP;11.356.064,60;S
6351;984;SP;1.267.395,90;S
6351;990;SP;1.267.167,80;S
6351;993;SP;17.842.204,60;S
6351;994;SP;124.633,30;S
6351;1329;SP;375.143,00;S
6351;1377;MG;1.929.101,50;S
6351;1381;SP;73.190,40;S
6351;1383;SP;367.140,20;S
6351;1384;SP;130.987,90;S
6351;1390;SP;444.311,40;S
6351;1391;SP;1.313.225,20;S
6351;1392;RJ;3.682.346,80;S
6351;1601;SP;797.354,20;S
6467;112;SP;19.530,40;S
6467;114;SP;605.778,10;S
6467;118;SP;582.667,70;S
6467;141;SP;24.892,60;S
6467;351;MG;27.621,00;S
6467;520;SP;124.028,90;S
6467;531;SP;6.684.518,70;S
6467;542;SP;177.815,20;S
6467;553;SP;1.163.085,80;S
6513;114;SP;4.240.235,30;S
6513;115;MG;315.605,40;S
6513;116;SP;281.714,90;S
6513;118;SP;3.254.793,20;S
6513;141;SP;285.165,50;S
6513;167;SP;1.592.013,40;S
6513;171;SP;4.713.979,70;S
6513;173;SP;52.418,60;S
6513;196;SP;20.551.405,60;S
6513;234;BA;127.655,50;S
6513;310;RJ;2.933.746,50;S
6513;313;SP;2.432.927,10;S
6513;327;RS;443.819,00;S
6513;351;MG;9.236.852,60;S
6513;378;SP;2.056.806,10;S
6513;621;SP;2.181.508,10;S
6513;622;SP;3.986.196,90;S
6513;632;PR;238.866,00;S
6513;638;MG;5.899.047,80;S
6513;652;SP;465.634,10;S
6513;654;SP;3.331.854,20;S
6513;655;SP;2.644.985,10;S
6513;656;RS;66.564,20;S
6513;711;SP;405.331,40;S
6513;746;PA;83.652,50;S
6513;748;AM;13.500.000,00;S
6513;749;SP;8.292.328,80;S
6513;775;RJ;2.938.163,30;S
6513;776;RS;459.216,40;S
6513;929;PR;189.970,70;S
6513;969;SP;752.509,80;S
6513;977;MG;1.172.011,60;S
6513;982;SP;12.875.414,80;S
6513;984;SP;68.424,70;S
6513;987;SP;1.107.131,00;S
6513;990;SP;4.641.999,20;S
6513;993;SP;3.891.105,00;S
6513;1130;MT;117.475,00;S
6513;1369;SP;196.293,40;S
6513;1417;RJ;6.274.507,30;S
6513;1433;RJ;244.166,80;S
6513;1528;MG;110.003,40;S
6513;1535;RJ;241.557,90;S
6513;1537;SP;97.604,20;S
6513;1597;RJ;16.671,90;S
6513;1601;MG;2.320.097,70;S
6513;1602;MG;682.786,20;S
6513;1734;SP;54.085,60;S
6530;171;SP;57.176,30;S
6530;195;SP;10.984.312,40;S
6530;524;AM;119.676,80;S
6530;1377;RS;680.864,00;S
6548;929;SP;18.436,10;S
6548;977;SP;26.419.698,10;S
6548;982;SP;972.714,50;S
6548;987;SP;26.404,40;S
6548;993;SP;1.420.794,50;S
6548;1329;SP;1.147.866,30;S
6548;1377;SP;3.611.975,90;S
6548;1387;SP;125.544,90;S
6548;1390;SP;103.959,90;S
6548;1601;RJ;20.277,50;S
6564;114;SP;17.173.236,50;S
6564;118;SP;1.982.654,40;S
6564;141;SP;294.638,20;S
6564;171;SP;8.526.996,70;S
6564;351;SP;171.848,90;S
6564;748;SP;2.138.761,30;S
6564;1061;SP;6.489.416,40;S
6564;1065;SP;3.154.841,80;S
6572;114;PR;2.567.972,70;S
6572;116;PR;46.705,30;S
6572;118;PR;380.244,00;S
6572;141;RS;15.238,10;S
6572;171;RJ;100.202,90;S
6572;313;PR;54.271,40;S
6572;351;RS;129.911,60;S
6572;520;PR;1.562.111,40;S
6572;525;RS;252.438,50;S
6572;531;PR;34.933.793,40;S
6572;542;PR;168.772,60;S
6572;553;PR;12.133.442,90;S
6572;621;RS;310.911,80;S
6572;622;SC;59.131,40;S
6572;628;SP;45.689,40;S
6572;632;PR;203.202,60;S
6572;644;PR;561.238,20;S
6572;654;PR;226.618,90;S
6572;655;PR;101.809,30;S
6572;982;RJ;303.389,00;S
6572;993;RJ;225.078,70;S
6572;1061;RS;150.904,50;S
6572;1065;RS;65.215,60;S
6572;1130;MT;1.128.236,10;S
6572;1162;RS;313.751,20;S
6602;114;SP;384.097,40;S
6602;118;SP;1.894.081,20;S
6602;141;SP;109.484,10;S
6602;167;PR;35.506,30;S
6602;171;SP;45.463,80;S
6602;196;SP;2.832.469,30;S
6602;351;SP;962.633,60;S
6602;520;SP;161.128,10;S
6602;531;SP;5.203.683,00;S
6602;542;SP;1.609.172,60;S
6602;553;SP;1.591.380,50;S
6602;621;SP;815.716,10;S
6602;622;SP;459.829,80;S
6602;654;MG;463.132,30;S
6602;655;MG;52.707,40;S
6602;656;RJ;102.423,90;S
6602;746;SP;41.248,40;S
6602;775;DF;8.089.446,40;S
6602;776;MT;32.010,20;S
6602;993;SP;490.662,90;S
6602;1734;SP;12.767.000,50;S
6653;171;RJ;20.095,60;S
6653;195;SC;577.205,60;S
6653;542;MG;21.642,90;S
6653;553;SP;58.502,50;S
6653;746;SP;385.783,20;S
6653;775;SP;21.652.459,60;S
6653;776;SP;326.676,00;S
6653;977;SP;7.086.021,20;S
6653;982;SP;1.764.106,00;S
6653;993;SP;764.890,80;S
6653;1061;SP;1.230.292,70;S
6653;1065;SP;429.341,70;S
6653;1068;DF;6.424.540,10;S
6653;1101;SP;11.374.656,90;S
6653;1391;AC;15.216,30;S
6653;1601;SP;382.709,90;S
6688;993;SP;167.208,90;S
6696;118;RJ;1.180.078,70;S
6696;141;RJ;122.939,30;S
6696;167;RJ;641.468,10;S
6696;171;RJ;522.366,10;S
6696;196;RJ;5.101.671,30;S
6696;313;SP;55.358,80;S
6696;327;SP;131.229,40;S
6696;351;RJ;780.408,10;S
6696;378;RJ;440.189,80;S
6696;621;RJ;709.623,50;S
6696;622;RJ;187.172,60;S
6696;632;RJ;404.713,10;S
6696;654;RJ;2.513.044,70;S
6696;655;RJ;1.081.146,40;S
6696;1417;SP;121.767,80;S
6696;1433;RJ;3.546.483,00;S
6696;1528;SP;57.707,60;S
6751;114;SP;336.589,80;S
6751;118;SP;391.501,00;S
6751;141;SP;16.853,60;S
6751;167;RJ;13.139,50;S
6751;171;SP;28.493.612,60;S
6751;195;SP;2.277.393,20;S
6751;196;SP;767.439,00;S
6751;310;SP;10.134,00;S
6751;313;GO;103.464,90;S
6751;327;SP;105.177,50;S
6751;351;SP;599.928,20;S
6751;520;SP;171.073,50;S
6751;531;SP;1.858.436,80;S
6751;542;SP;188.752,90;S
6751;553;RS;757.157,80;S
6751;621;SP;2.725.274,80;S
6751;622;SP;709.207,50;S
6751;628;CE;14.299,80;S
6751;632;RS;33.302,60;S
6751;644;SC;95.268,90;S
6751;654;SP;3.968.357,40;S
6751;655;SP;1.774.795,80;S
6751;656;AM;91.257,00;S
6751;977;SP;3.402.865,60;S
6751;982;SP;605.989,20;S
6751;993;SP;688.045,70;S
6751;1329;SP;11.560,40;S
6751;1417;RJ;739.932,30;S
6785;114;SP;19.621,10;S
6785;118;SP;16.179,70;S
6785;929;SP;357.590,80;S
6785;977;DF;13.260.370,40;S
6785;982;SP;8.051.913,50;S
6785;984;SP;3.412.524,50;S
6785;990;SP;57.782,20;S
6785;993;SP;27.706.390,50;S
6785;1061;SP;3.979.563,40;S
6785;1065;SP;1.115.425,40;S
6785;1068;SP;100.640,70;S
6785;1101;MG;443.860,40;S
6785;1102;MS;35.396.297,40;S
6785;1107;SP;53.011,10;S
6785;1130;PR;138.000,60;S
6785;1162;MG;4.939.907,40;S
6785;1198;SP;5.955.721,70;S
6785;1329;SP;149.121,80;S
6785;1381;SP;205.759,90;S
6785;1384;SP;223.189,40;S
6785;1390;SP;155.383,70;S
6785;1391;SP;1.869.327,10;S
6785;1601;SP;14.906,70;S
6793;118;MT;26.951,00;S
6793;171;MS;46.040,00;S
6793;520;RS;79.104,80;S
6793;531;PE;735.051,00;S
6793;542;PE;534.013,20;S
6793;553;PE;705.581,60;S
6793;628;RO;253.396,60;S
6793;982;RO;104.593,90;S
6793;990;SP;14.346,30;S
6793;993;RS;773.182,30;S
6831;929;RJ;6.042.558,00;S
6831;982;RJ;632.421,20;S
6831;987;RJ;38.298,90;S
6831;993;RJ;3.080.303,70;S
6831;1329;RJ;10.015,20;S
6866;929;SP;342.308,80;S
6866;969;SP;1.182.546,00;S
6866;977;SP;90.509.101,80;S
6866;980;SP;282.258,30;S
6866;982;SP;40.356.759,70;S
6866;990;SP;5.936.071,30;S
6866;993;SP;47.477.410,90;S
6866;994;CE;118.521.220,60;S
6866;1377;SP;5.453.173,90;S
6866;1381;SP;2.651.662,90;S
6866;1383;SP;89.208.245,50;S
6866;1384;SP;457.441,40;S
6866;1387;SP;24.343,50;S
6866;1390;SP;4.016.459,10;S
6866;1391;SP;6.272.635,50;S
6866;1392;SP;1.044.970.015,80;S
6866;1601;SP;584.880,60;S
6912;982;MG;153.381,00;S
6912;993;MG;122.947,40;S
6921;114;PR;15.918,60;S
6921;118;PR;19.562,30;S
6921;310;SP;42.140,10;S
6921;623;SP;814.332,60;S
6921;628;SP;2.863.216,60;S
6921;746;RS;47.344,80;S
6921;775;RS;12.032,90;S
6921;977;RS;213.860,50;S
6921;982;RS;201.508,60;S
6921;1101;SP;466.002,00;S
6921;1369;RJ;38.322,20;S
6921;1377;SP;791.048,50;S
6947;929;SP;413.389,80;S
6947;969;SP;17.196,80;S
6947;977;RS;308.516,20;S
6947;982;SP;2.429.384,40;S
6947;987;PR;221.055,30;S
6947;990;SP;8.755.446,10;S
6947;993;SP;6.970.978,90;S
6947;994;SP;238.893,90;S
6947;1061;PR;12.645,20;S
6947;1392;MG;121.792,50;S
6998;748;SP;3.259.367,70;S
6998;749;SP;447.115,80;S
6998;775;PE;640.267,60;S
6998;776;ES;260.971,90;S
8141;929;SP;1.182.643,50;S
8141;977;SP;88.308.269,00;S
8141;982;SP;335.856,30;S
8141;984;SP;1.835.773,40;S
8141;987;SP;16.811,10;S
8141;993;SP;41.960.050,00;S
8141;994;SP;6.921.572,70;S
8141;1198;DF;881.311,90;S
8141;1381;SP;1.817.762,20;S
8141;1390;SP;61.474,10;S
8141;1391;SP;2.832.623,60;S
8141;1392;SP;259.880.994,00;S
8141;1601;SP;170.179,00;S
8737;118;SP;151.301,90;S
8737;141;SP;754.204,70;S
8737;167;MA;517.580,00;S
8737;171;SP;744.675,50;S
8737;195;AM;1.294.260,60;S
8737;196;GO;2.291.000,90;S
8737;234;SP;400.143,00;S
8737;310;SP;4.051.779,30;S
8737;313;RJ;1.333.662,40;S
8737;327;SP;1.352.583,40;S
8737;351;SP;3.251.689,00;S
8737;378;SP;1.850.374,20;S
8737;621;RJ;658.660,50;S
8737;622;MT;383.314,90;S
8737;654;RJ;506.815,00;S
8737;655;MG;192.432,80;S
8737;656;RJ;206.250,00;S
8737;711;SP;48.000,00;S
8737;748;RJ;846.765,00;S
8737;749;SC;488.865,00;S
8737;775;DF;699.138,10;S
8737;969;SP;183.757,60;S
8737;982;SP;25.985,60;S
8737;990;MA;21.049,20;S
8737;993;SP;614.176,90;S
8737;1130;PR;800.000,00;S
8737;1369;SP;3.387.766,30;S
8737;1417;AM;682.728,70;S
8737;1433;PA;83.237,80;S
8737;1537;RS;894.520,70;S
8737;1734;SP;400.864,00;S
9938;977;SP;4.558.868,60;S
9938;982;SP;1.290.360,00;S
9938;993;SP;1.463.558,00;S
9938;994;SP;54.644,20;S
9938;1198;MA;155.916,30;S
9938;1392;SP;34.499.163,40;S
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
